Node1	Node2	Association	weight_base	weight_tip
219_Parcubacteria	283_Burkholderia-Caballeronia-Paraburkholderia	negative	1	
221_TM7a	036_unidentified Chytridiomycota	negative		1
221_TM7a	157_unidentified Sphingobacteriaceae	positive	1	
222_Saccharimonadales	039_Eocercomonas	positive		1
222_Saccharimonadales	058_Sandona	positive	1	
222_Saccharimonadales	145_Adhaeribacter	positive		1
222_Saccharimonadales	235_Brevundimonas	positive	1	
223_unidentified Saccharimonadales	134_Chitinophaga	positive		1
223_unidentified Saccharimonadales	151_env.OPS17	positive	1	
224_CPla-3termitegroup	096_IMCC26256	positive		1
224_CPla-3termitegroup	171_JG30-KF-CM45	positive		1
225_WD2101soilgroup	321_Lysobacter	negative		1
226_Pirellula	038_Cercomonas	negative	1	
226_Pirellula	058_Sandona	negative	1	
226_Pirellula	134_Chitinophaga	positive	1	
226_Pirellula	157_unidentified Sphingobacteriaceae	negative	1	
226_Pirellula	181_Tumebacillus	positive		1
227_unidentified Pirellulaceae	174_C0119	positive		1
228_Roseomonas	327_Chthoniobacter	positive	1	
229_unidentified Acetobacteraceae	078_Acidipila	positive	1	
230_Azospirillum	005_Leucothecium	negative		1
230_Azospirillum	049_Group-Te	positive	1	1
230_Azospirillum	060_unidentified Glissomonadida	negative		1
230_Azospirillum	125_Actinocorallia	positive	1	
230_Azospirillum	263_Bradyrhizobium	positive	1	
231_Skermanella	049_Group-Te	positive		1
231_Skermanella	067_unidentified Limnofilidae	positive	1	
231_Skermanella	192_unidentified Gemmatimonadaceae	positive	1	
231_Skermanella	232_Inquilinus	negative	1	
233_CandidatusNucleicultrix	151_env.OPS17	positive		1
234_Asticcacaulis	196_Latescibacterota	negative		1
235_Brevundimonas	039_Eocercomonas	negative	1	
235_Brevundimonas	321_Lysobacter	positive		1
237_unidentified Caulobacteraceae	049_Group-Te	positive	1	
237_unidentified Caulobacteraceae	192_unidentified Gemmatimonadaceae	negative		1
239_unidentified Elsterales	096_IMCC26256	positive		1
239_unidentified Elsterales	207_BIrii41	positive	1	
239_unidentified Elsterales	282_B1-7BS	positive		1
239_unidentified Elsterales	314_unidentified Gammaproteobacteria	negative	1	
239_unidentified Elsterales	330_unidentified Opitutaceae	negative		1
240_unidentified Micavibrionales	152_FFCH9454	positive		1
241_unidentified Micropepsaceae	059_unidentified Sandonidae	negative		1
241_unidentified Micropepsaceae	061_unidentified unidentified Glissomonadida	negative		1
241_unidentified Micropepsaceae	083_CandidatusSolibacter	positive		1
241_unidentified Micropepsaceae	242_CandidatusParacaedibacter	positive		1
241_unidentified Micropepsaceae	337_Locationcr1_base	negative	1	
242_CandidatusParacaedibacter	049_Group-Te	negative		1
244_Reyranella	190_Gemmatimonas	positive	1	
244_Reyranella	263_Bradyrhizobium	positive		1
244_Reyranella	318_Rhodanobacter	positive	1	
246_Microvirga	110_Agromyces	positive	1	
246_Microvirga	196_Latescibacterota	positive	1	1
246_Microvirga	197_Rokubacteriales	positive		1
246_Microvirga	268_unidentified Magnetospiraceae	positive	1	
247_unidentified Beijerinckiaceae	038_Cercomonas	positive	1	
247_unidentified Beijerinckiaceae	251_Hyphomicrobium	positive	1	
249_Devosia	203_Haliangium	negative	1	
251_Hyphomicrobium	321_Lysobacter	positive		1
252_Methyloligellaceae	046_unidentified Euglyphida	positive	1	
252_Methyloligellaceae	081_unidentified Acidobacteriales	positive		1
252_Methyloligellaceae	127_Gaiella	positive	1	
252_Methyloligellaceae	198_bacteriap25	positive		1
252_Methyloligellaceae	203_Haliangium	positive	1	
252_Methyloligellaceae	238_Dongia	positive		1
253_unidentified Methyloligellaceae	093_unidentified Vicinamibacterales	positive		1
253_unidentified Methyloligellaceae	094_Vicinamibacteraceae	positive		1
253_unidentified Methyloligellaceae	182_Bacillus	positive	1	
253_unidentified Methyloligellaceae	270_unidentified Rhodospirillales	positive	1	1
254_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	005_Leucothecium	negative		1
254_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	063_unidentified Novel-Gran-6	negative		1
254_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	235_Brevundimonas	positive		1
254_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	263_Bradyrhizobium	positive	1	
255_Aminobacter	018_Fusarium	positive		1
255_Aminobacter	202_Vulgatibacter	positive		1
257_Mesorhizobium	049_Group-Te	positive	1	
258_Phyllobacterium	059_unidentified Sandonidae	positive	2	
259_Shinella	277_Sphingobium	positive	1	
260_unidentified Rhizobiaceae	202_Vulgatibacter	positive		1
260_unidentified Rhizobiaceae	217_CandidatusAzambacteria	negative	1	
260_unidentified Rhizobiaceae	233_CandidatusNucleicultrix	negative	1	
260_unidentified Rhizobiaceae	279_unidentified Sphingomonadaceae	positive		1
261_Nordella	059_unidentified Sandonidae	negative	1	
261_Nordella	081_unidentified Acidobacteriales	positive		1
261_Nordella	144_Sporocytophaga	positive	1	
261_Nordella	251_Hyphomicrobium	negative	1	
261_Nordella	270_unidentified Rhodospirillales	positive		1
262_Afipia	049_Group-Te	positive	1	
262_Afipia	108_Angustibacter	positive	1	
262_Afipia	153_KD3-93	negative	1	
262_Afipia	326_CandidatusUdaeobacter	negative	1	
263_Bradyrhizobium	082_Bryobacter	positive		1
263_Bradyrhizobium	137_Flavitalea	positive		1
263_Bradyrhizobium	169_Herpetosiphon	positive	1	
264_Pseudolabrys	060_unidentified Glissomonadida	positive		1
265_Rhodopseudomonas	086_Stenotrophobacter	negative	1	
265_Rhodopseudomonas	212_unidentified Sandaracinaceae	negative		1
265_Rhodopseudomonas	251_Hyphomicrobium	positive	1	
265_Rhodopseudomonas	260_unidentified Rhizobiaceae	positive	1	
266_unidentified Xanthobacteraceae	049_Group-Te	positive	1	
268_unidentified Magnetospiraceae	288_Variovorax	negative	1	
269_unidentified Rhodospirillaceae	133_Aurantisolimonas	positive	1	
270_unidentified Rhodospirillales	039_Eocercomonas	positive		1
270_unidentified Rhodospirillales	093_unidentified Vicinamibacterales	positive	1	
270_unidentified Rhodospirillales	299_unidentified Sutterellaceae	positive		1
270_unidentified Rhodospirillales	313_unidentified Steroidobacteraceae	positive		1
273_Altererythrobacter	071_Thaumatomonas	negative		1
274_Novosphingobium	187_Paenibacillus	positive	1	1
274_Novosphingobium	216_CandidatusAdlerbacteria	positive	1	
274_Novosphingobium	221_TM7a	positive		1
274_Novosphingobium	235_Brevundimonas	positive	1	
274_Novosphingobium	276_Qipengyuania	positive	1	
274_Novosphingobium	316_Dyella	positive		1
275_Porphyrobacter	039_Eocercomonas	negative	1	
275_Porphyrobacter	122_Streptomyces	positive		1
275_Porphyrobacter	249_Devosia	positive	1	
275_Porphyrobacter	251_Hyphomicrobium	positive		1
275_Porphyrobacter	316_Dyella	positive	1	
276_Qipengyuania	272_unidentified Rickettsiaceae	negative	1	
276_Qipengyuania	278_Sphingomonas	positive	1	
276_Qipengyuania	301_CCD24	negative	1	
277_Sphingobium	038_Cercomonas	positive	1	
277_Sphingobium	091_Subgroup5	negative		1
277_Sphingobium	157_unidentified Sphingobacteriaceae	positive		1
277_Sphingobium	190_Gemmatimonas	positive	1	
277_Sphingobium	263_Bradyrhizobium	positive	1	
277_Sphingobium	305_EPR3968-O8a-Bc78	negative		1
277_Sphingobium	313_unidentified Steroidobacteraceae	negative	1	
278_Sphingomonas	081_unidentified Acidobacteriales	negative	1	
278_Sphingomonas	087_unidentified Blastocatellaceae	negative	1	
278_Sphingomonas	115_unidentified Micrococcaceae	positive		1
278_Sphingomonas	151_env.OPS17	negative	1	
278_Sphingomonas	321_Lysobacter	positive		1
278_Sphingomonas	327_Chthoniobacter	positive	1	
279_unidentified Sphingomonadaceae	049_Group-Te	positive	1	
280_unidentified Alphaproteobacteria	132_unidentified Armatimonadota	positive		1
280_unidentified Alphaproteobacteria	151_env.OPS17	negative	1	
281_Achromobacter	150_Dyadobacter	positive	1	
281_Achromobacter	326_CandidatusUdaeobacter	negative		1
282_B1-7BS	127_Gaiella	positive		1
284_Ralstonia	285_Curvibacter	positive	1	
286_Ramlibacter	177_Vampirovibrio	negative	1	
286_Ramlibacter	241_unidentified Micropepsaceae	positive		1
286_Ramlibacter	290_unidentified Methylophilaceae	positive		1
287_unidentified Comamonadaceae	077_Abditibacterium	negative	1	
287_unidentified Comamonadaceae	115_unidentified Micrococcaceae	positive		1
287_unidentified Comamonadaceae	235_Brevundimonas	positive		1
287_unidentified Comamonadaceae	296_unidentified Oxalobacteraceae	positive	1	
289_Methylotenera	037_Rhizopus	positive		1
289_Methylotenera	059_unidentified Sandonidae	negative		1
289_Methylotenera	142_unidentified Cyclobacteriaceae	positive	1	
289_Methylotenera	308_unidentified GammaproteobacteriaIncertaeSedis	positive	1	
289_Methylotenera	315_Chujaibacter	negative	1	
291_mle1-7	081_unidentified Acidobacteriales	positive	1	
291_mle1-7	093_unidentified Vicinamibacterales	positive		1
291_mle1-7	098_CL500-29marinegroup	positive		1
291_mle1-7	196_Latescibacterota	positive		1
291_mle1-7	251_Hyphomicrobium	positive	1	
292_MND1	093_unidentified Vicinamibacterales	positive	1	
292_MND1	128_unidentified Gaiellales	positive	1	
292_MND1	173_KD4-96	positive		1
292_MND1	225_WD2101soilgroup	positive	1	
292_MND1	248_D05-2	negative		1
293_Nitrosospira	038_Cercomonas	negative		1
293_Nitrosospira	182_Bacillus	positive	1	1
293_Nitrosospira	333_Pedosphaeraceae	positive	1	
294_Massilia	187_Paenibacillus	positive	1	
294_Massilia	249_Devosia	positive	1	1
294_Massilia	276_Qipengyuania	positive	1	
294_Massilia	284_Ralstonia	positive	1	
295_Noviherbaspirillum	049_Group-Te	negative		1
296_unidentified Oxalobacteraceae	111_Leifsonia	positive		1
296_unidentified Oxalobacteraceae	127_Gaiella	negative		1
296_unidentified Oxalobacteraceae	249_Devosia	positive		1
296_unidentified Oxalobacteraceae	251_Hyphomicrobium	positive		1
297_Procabacter	237_unidentified Caulobacteraceae	positive		1
298_SC-I-84	038_Cercomonas	positive		1
298_SC-I-84	059_unidentified Sandonidae	negative		1
298_SC-I-84	060_unidentified Glissomonadida	positive	1	
298_SC-I-84	192_unidentified Gemmatimonadaceae	positive	1	2
298_SC-I-84	218_CandidatusLloydbacteria	positive	1	
299_unidentified Sutterellaceae	013_Clonostachys	negative		1
299_unidentified Sutterellaceae	039_Eocercomonas	positive		1
299_unidentified Sutterellaceae	214_CandidatusUhrbacteria	positive	1	
300_TRA3-20	129_67-14	positive	1	
300_TRA3-20	192_unidentified Gemmatimonadaceae	positive	1	
300_TRA3-20	270_unidentified Rhodospirillales	positive	1	
300_TRA3-20	299_unidentified Sutterellaceae	positive	1	1
300_TRA3-20	330_unidentified Opitutaceae	negative		1
301_CCD24	306_Acidibacter	positive		1
302_Coxiella	049_Group-Te	negative	1	
304_unidentified Diplorickettsiaceae	107_Glycomyces	negative	1	
304_unidentified Diplorickettsiaceae	165_unidentified Oligoflexales	positive	1	
305_EPR3968-O8a-Bc78	096_IMCC26256	positive		1
305_EPR3968-O8a-Bc78	152_FFCH9454	negative		1
305_EPR3968-O8a-Bc78	195_Latescibacteraceae	positive		1
308_unidentified GammaproteobacteriaIncertaeSedis	334_unidentified Pedosphaeraceae	positive	1	
310_PLTA13	081_unidentified Acidobacteriales	positive	1	
310_PLTA13	127_Gaiella	positive		1
310_PLTA13	173_KD4-96	positive		1
310_PLTA13	215_Berkelbacteria	positive	1	
310_PLTA13	269_unidentified Rhodospirillaceae	positive	1	
310_PLTA13	287_unidentified Comamonadaceae	negative		1
310_PLTA13	300_TRA3-20	positive		1
310_PLTA13	301_CCD24	positive	1	1
311_Pseudomonas	015_Trichoderma	negative	1	
311_Pseudomonas	017_Sarocladium	positive		1
311_Pseudomonas	051_unidentified Allapsidae	negative	1	
311_Pseudomonas	059_unidentified Sandonidae	positive	1	
311_Pseudomonas	265_Rhodopseudomonas	positive		1
311_Pseudomonas	312_unidentified Pseudomonadaceae	positive		1
312_unidentified Pseudomonadaceae	018_Fusarium	positive		1
312_unidentified Pseudomonadaceae	038_Cercomonas	positive	1	
314_unidentified Gammaproteobacteria	302_Coxiella	positive	1	
315_Chujaibacter	079_Edaphobacter	positive	1	
315_Chujaibacter	332_Ellin517	negative		1
316_Dyella	107_Glycomyces	positive		1
316_Dyella	137_Flavitalea	negative	1	
316_Dyella	320_Luteimonas	positive		1
317_Mizugakiibacter	002_Penicillium	positive		1
317_Mizugakiibacter	015_Trichoderma	positive		1
317_Mizugakiibacter	176_Sericytochromatia	positive		1
317_Mizugakiibacter	311_Pseudomonas	negative	1	
317_Mizugakiibacter	315_Chujaibacter	positive	2	
318_Rhodanobacter	042_Rhogostoma	negative		1
318_Rhodanobacter	049_Group-Te	positive	1	
318_Rhodanobacter	059_unidentified Sandonidae	positive		1
318_Rhodanobacter	110_Agromyces	positive		1
318_Rhodanobacter	122_Streptomyces	positive		1
318_Rhodanobacter	234_Asticcacaulis	positive	1	
318_Rhodanobacter	251_Hyphomicrobium	positive	1	
318_Rhodanobacter	315_Chujaibacter	positive	1	
318_Rhodanobacter	316_Dyella	positive	1	
319_Arenimonas	016_Acremonium	positive		1
320_Luteimonas	186_Cohnella	positive	1	
320_Luteimonas	209_Pajaroellobacter	positive	1	
321_Lysobacter	039_Eocercomonas	positive	1	
321_Lysobacter	050_Teretomonas	negative	1	
321_Lysobacter	060_unidentified Glissomonadida	negative	1	
321_Lysobacter	154_Arcticibacter	positive	1	
321_Lysobacter	156_Pedobacter	positive	1	
321_Lysobacter	200_Myxococcus	positive	1	
321_Lysobacter	281_Achromobacter	positive	1	
323_SAR324clade(MarinegroupB)	067_unidentified Limnofilidae	positive		1
323_SAR324clade(MarinegroupB)	136_Flavisolibacter	positive	1	
324_Sumerlaea	165_unidentified Oligoflexales	positive		1
324_Sumerlaea	182_Bacillus	positive		1
324_Sumerlaea	280_unidentified Alphaproteobacteria	negative		1
325_cvE6	256_Ensifer	negative	1	
329_Opitutus	137_Flavitalea	positive		1
329_Opitutus	141_unidentified Chitinophagales	positive	1	
330_unidentified Opitutaceae	190_Gemmatimonas	positive	1	
333_Pedosphaeraceae	078_Acidipila	negative		1
333_Pedosphaeraceae	081_unidentified Acidobacteriales	positive	1	
333_Pedosphaeraceae	133_Aurantisolimonas	positive	1	
333_Pedosphaeraceae	183_Fictibacillus	positive		1
333_Pedosphaeraceae	240_unidentified Micavibrionales	positive	1	
333_Pedosphaeraceae	338_Locationcr1_tip	negative		1
334_unidentified Pedosphaeraceae	260_unidentified Rhizobiaceae	positive		1
334_unidentified Pedosphaeraceae	340_Locationcr2_tip	negative		1
335_Luteolibacter	187_Paenibacillus	positive	1	
335_Luteolibacter	254_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	positive	1	
336_AT_rhizo	233_CandidatusNucleicultrix	negative		1
336_AT_rhizo	285_Curvibacter	positive	1	
336_AT_rhizo	315_Chujaibacter	negative	1	
336_AT_rhizo	339_Locationcr2_base	positive	1	
342_Locationprim_base	156_Pedobacter	negative	1	
342_Locationprim_base	332_Ellin517	negative	1	
